neuron_id,group,region_1,region_2,vox_1,vox_2,vox_neuropil,vox_total,vox_other,other_frac,share_1_total,share_2_total,share_12_total,side_1,side_2,side_share_1_total,side_share_2_total,top2_sides_same_region,region_pair
VGlut-F-200594,projection,mb_4,dfp_5,37234.0,35233.0,76449.0,92148.0,15699.0,0.17036723531709858,0.40406736988323133,0.3823523028172071,0.7864196727004384,mb_4_r,dfp_5_r,0.3115857099448713,0.26424881712028475,False,dfp_5 + mb_4
VGlut-F-300680,projection,eb_8,mb_4,4827.0,4655.0,12172.0,17155.0,4983.0,0.2904692509472457,0.28137569221801223,0.271349460798601,0.5527251530166132,mb_4_r,eb_8_r,0.271349460798601,0.1535412416205188,False,eb_8 + mb_4
VGlut-F-800070,projection,dfp_5,mb_4,9826.0,8497.0,24767.0,35015.0,10248.0,0.2926745680422676,0.28062259031843495,0.24266742824503784,0.5232900185634728,mb_4_r,dfp_5_r,0.23278594887905182,0.2112808796230187,False,dfp_5 + mb_4
VT16811-F-700000,projection,mb_4,ms_12,46027.0,4528.0,56641.0,64841.0,8200.0,0.12646319458367392,0.7098440801344829,0.06983235915547262,0.7796764392899554,mb_4_r,mb_4_l,0.48293517990160545,0.22690890023287735,True,mb_4 + ms_12
VT38815-F-700000,projection,mb_4,ms_12,33215.0,10946.0,49650.0,56485.0,6835.0,0.12100557670177924,0.5880322209436134,0.19378596087456848,0.7818181818181819,mb_4_r,ms_12_r,0.587784367531203,0.1566079490130123,False,mb_4 + ms_12
VT38815-F-700001,projection,mb_4,dfp_5,50946.0,9892.0,61897.0,77112.0,15215.0,0.19731040564373897,0.6606753812636166,0.1282809420064322,0.7889563232700487,mb_4_r,dfp_5_r,0.6518181346612719,0.12710084033613445,False,dfp_5 + mb_4
VT43401-F-700002,projection,lh_25,mb_4,44964.0,19960.0,89484.0,117401.0,27917.0,0.23779184163678332,0.3829950341138491,0.17001558760146848,0.5530106217153176,lh_25_r,mb_4_l,0.3581826389894464,0.13968364835052513,False,lh_25 + mb_4
VT50245-F-700000,projection,mb_4,dfp_5,19349.0,5063.0,30364.0,39419.0,9055.0,0.2297115604150283,0.49085466399452043,0.12844059971079935,0.6192952637053197,mb_4_l,dfp_5_l,0.49085466399452043,0.12844059971079935,False,dfp_5 + mb_4
VT50245-F-700001,projection,mb_4,dfp_5,32270.0,28250.0,62958.0,71779.0,8821.0,0.12289109628164226,0.44957438805221583,0.39356914975132,0.8431435378035359,mb_4_r,dfp_5_r,0.44957438805221583,0.39356914975132,False,dfp_5 + mb_4
VT50733-F-700000,projection,mb_4,dfp_5,71069.0,45980.0,134936.0,149667.0,14731.0,0.09842517054527718,0.47484749477172655,0.3072153514134712,0.7820628461851978,mb_4_l,dfp_5_l,0.32354493642553134,0.3040015501079062,False,dfp_5 + mb_4
VT58722-F-700000,projection,mb_4,sog_1,29666.0,27044.0,92758.0,123965.0,31207.0,0.25174041059976604,0.23930948251522607,0.21815835114750132,0.45746783366272736,mb_4_r,sog_1_r,0.2079377243576816,0.16518372121163233,False,mb_4 + sog_1
VT5948-F-700000,projection,mb_4,dfp_5,65949.0,7082.0,78889.0,92325.0,13436.0,0.14552937990793394,0.7143135662063363,0.07670728405090713,0.7910208502572434,mb_4_r,dfp_5_r,0.6877985377741673,0.07670728405090713,False,dfp_5 + mb_4
VT5948-F-700001,projection,mb_4,dfp_5,57962.0,7768.0,74718.0,90657.0,15939.0,0.17581653926337734,0.639354931224285,0.08568560618595365,0.7250405374102386,mb_4_r,dfp_5_r,0.6166760426663137,0.08568560618595365,False,dfp_5 + mb_4
fru-F-200052,projection,mb_4,dfp_5,7946.0,7788.0,17275.0,21134.0,3859.0,0.18259676350903756,0.3759818302261758,0.3685057253714394,0.7444875555976153,dfp_5_r,mb_4_r,0.3667076748367559,0.3140910381375982,False,dfp_5 + mb_4
fru-F-400010,projection,mb_4,dfp_5,12608.0,7660.0,20788.0,28611.0,7823.0,0.2734263045681731,0.4406696725035825,0.2677291950648352,0.7083988675684177,mb_4_r,dfp_5_r,0.3255740798993394,0.267309775960295,False,dfp_5 + mb_4
fru-F-400071,projection,mb_4,ms_12,7138.0,4465.0,13929.0,19940.0,6011.0,0.3014543630892678,0.3579739217652959,0.22392176529588767,0.5818956870611836,mb_4_r,ms_12_r,0.2520060180541625,0.22392176529588767,False,mb_4 + ms_12
fru-F-400141,projection,mb_4,dfp_5,9937.0,7335.0,18014.0,23365.0,5351.0,0.22901776160924459,0.4252942435266424,0.31393109351594267,0.7392253370425851,mb_4_r,dfp_5_r,0.36079606248662527,0.3102931735501819,False,dfp_5 + mb_4
fru-F-400196,projection,mb_4,dfp_5,7184.0,5410.0,13271.0,19573.0,6302.0,0.3219741480611046,0.3670362233689266,0.27640116486997396,0.6434373882389005,mb_4_r,dfp_5_r,0.3170183415930108,0.27640116486997396,False,dfp_5 + mb_4
fru-F-400214,projection,mb_4,ms_12,7208.0,4860.0,14984.0,21890.0,6906.0,0.3154865235267245,0.32928277752398355,0.22201918684330746,0.551301964367291,mb_4_r,ms_12_r,0.2237551393330288,0.22201918684330746,False,mb_4 + ms_12
fru-F-400229,projection,mb_4,dfp_5,8578.0,6215.0,19936.0,26908.0,6972.0,0.259105098855359,0.3187899509439572,0.23097220157573956,0.5497621525196967,mb_4_r,dfp_5_r,0.2361007878697785,0.23097220157573956,False,dfp_5 + mb_4
fru-F-400338,projection,dfp_5,mb_4,14392.0,12577.0,29402.0,36115.0,6713.0,0.18587844385989202,0.39850477640869447,0.348248650145369,0.7467534265540634,dfp_5_r,mb_4_r,0.39374221237712864,0.2988785823065208,False,dfp_5 + mb_4
fru-F-400437,projection,mb_4,dfp_5,7773.0,3708.0,12791.0,19130.0,6339.0,0.3313643491897543,0.4063251437532671,0.19383167799268164,0.6001568217459488,mb_4_r,dfp_5_r,0.3492420282279143,0.19111343439623626,False,dfp_5 + mb_4
fru-F-400475,projection,mb_4,dfp_5,9304.0,9183.0,18937.0,24697.0,5760.0,0.23322670769729117,0.37672591812770784,0.37182653763615015,0.748552455763858,dfp_5_r,mb_4_r,0.3534032473579787,0.3378952909260234,False,dfp_5 + mb_4
fru-F-500083,projection,dfp_5,mb_4,17953.0,12603.0,30556.0,48224.0,17668.0,0.3663735899137359,0.37228351028533513,0.261342899800929,0.6336264100862641,dfp_5_r,mb_4_r,0.37000248838752486,0.20060550763105509,False,dfp_5 + mb_4
fru-F-500115,projection,mb_4,dfp_5,13195.0,6007.0,25434.0,36573.0,11139.0,0.3045689443031745,0.3607852787575534,0.164246848768217,0.5250321275257703,mb_4_r,ms_12_r,0.272578131408416,0.1552237989773877,False,dfp_5 + mb_4
fru-F-500297,projection,mb_4,dfp_5,7570.0,6173.0,14479.0,18597.0,4118.0,0.22143356455342258,0.40705490132817124,0.3319352583750067,0.7389901597031779,mb_4_r,dfp_5_r,0.3838791202882185,0.32499865569715547,False,dfp_5 + mb_4
fru-F-500435,projection,mb_4,dfp_5,8899.0,4361.0,16937.0,24001.0,7064.0,0.2943210699554185,0.3707762176575976,0.1817007624682305,0.5524769801258281,mb_4_r,dfp_5_r,0.3119036706803883,0.18045081454939377,False,dfp_5 + mb_4
fru-F-500584,projection,mb_4,dfp_5,8233.0,3981.0,15869.0,22361.0,6492.0,0.29032690845668796,0.36818568042574124,0.178033182773579,0.5462188631993202,mb_4_r,dfp_5_r,0.25969321586691113,0.17642323688564912,False,dfp_5 + mb_4
fru-F-600168,projection,dfp_5,mb_4,15722.0,11569.0,27291.0,32932.0,5641.0,0.17129236001457548,0.47740799222640595,0.35129964775901856,0.8287076399854245,dfp_5_r,mb_4_r,0.47631483055994167,0.2769950200412972,False,dfp_5 + mb_4
fru-F-600186,projection,mb_4,dfp_5,8202.0,7305.0,17703.0,23991.0,6288.0,0.2620982868575716,0.34187820432662247,0.30448918344379144,0.6463673877704139,dfp_5_r,mb_4_r,0.3004876828810804,0.26593305823016966,False,dfp_5 + mb_4
fru-F-700104,projection,mb_4,dfp_5,10824.0,9767.0,22400.0,26484.0,4084.0,0.15420631324573328,0.40869959220661534,0.36878870261289837,0.7774882948195136,dfp_5_r,mb_4_r,0.36788249509137594,0.3412626491466546,False,dfp_5 + mb_4
fru-F-700114,projection,mb_4,dfp_5,9860.0,9615.0,19482.0,24199.0,4717.0,0.1949254101409149,0.40745485350634325,0.39733046820116535,0.8047853217075086,dfp_5_r,mb_4_r,0.3899334683251374,0.29249142526550687,False,dfp_5 + mb_4
fru-F-700163,projection,mb_4,dfp_5,6696.0,6432.0,14579.0,21811.0,7232.0,0.33157581037091377,0.30700105451377746,0.29489707028563567,0.6018981247994132,dfp_5_r,mb_4_r,0.2855898399889964,0.2622071431846316,False,dfp_5 + mb_4
fru-F-700245,projection,mb_4,dfp_5,7495.0,4028.0,12018.0,15513.0,3495.0,0.22529491394314446,0.48314317024431125,0.25965319409527493,0.7427963643395862,mb_4_r,dfp_5_r,0.4414362147875975,0.2513375878295623,False,dfp_5 + mb_4
fru-F-700257,projection,mb_4,dfp_5,11138.0,7097.0,19795.0,25264.0,5469.0,0.21647403419886005,0.44086447118429384,0.2809135528815706,0.7217780240658644,mb_4_r,dfp_5_r,0.3910702976567448,0.28012191260291325,False,dfp_5 + mb_4
fru-M-400031,projection,dfp_5,mb_4,11031.0,8342.0,19438.0,24492.0,5054.0,0.20635309488812673,0.4503919647231749,0.3406010125755349,0.7909929772987098,dfp_5_r,mb_4_r,0.44798301486199577,0.2836028090805161,False,dfp_5 + mb_4
fru-M-400362,projection,mb_4,dfp_5,14988.0,14507.0,30659.0,42127.0,11468.0,0.27222446412039786,0.3557813278894771,0.3443634723573955,0.7001448002468725,dfp_5_r,mb_4_r,0.34422104588506186,0.26040306691670423,False,dfp_5 + mb_4
fru-M-400401,projection,mb_4,dfp_5,13216.0,9049.0,23616.0,32465.0,8849.0,0.2725704604959187,0.4070845525951024,0.27873094101339907,0.6858154936085015,mb_4_r,dfp_5_r,0.2895117819189897,0.27860773140304945,False,dfp_5 + mb_4
fru-M-500174,projection,dfp_5,mb_4,11788.0,8328.0,20117.0,23762.0,3645.0,0.15339617877283057,0.4960861880313105,0.3504755491961956,0.846561737227506,dfp_5_r,mb_4_r,0.4960861880313105,0.26113121791095023,False,dfp_5 + mb_4
fru-M-500374,projection,dfp_5,mb_4,10728.0,6920.0,17648.0,21612.0,3964.0,0.18341662039607626,0.4963908939478068,0.32019248565611697,0.8165833796039238,dfp_5_r,mb_4_r,0.4963908939478068,0.25559874143994077,False,dfp_5 + mb_4
fru-M-500377,projection,dfp_5,mb_4,16785.0,16026.0,33181.0,41487.0,8306.0,0.20020729385108588,0.4045845686600622,0.38628968110492445,0.7908742497649867,dfp_5_r,mb_4_r,0.3999807168510618,0.31306192301202784,False,dfp_5 + mb_4
fru-M-500383,projection,mb_4,dfp_5,8556.0,3558.0,13106.0,19935.0,6829.0,0.34256333082518187,0.4291948833709556,0.1784800601956358,0.6076749435665915,mb_4_r,dfp_5_r,0.35550539252570856,0.1784800601956358,False,dfp_5 + mb_4
fru-M-700067,projection,mb_4,dfp_5,19122.0,8581.0,27817.0,38727.0,10910.0,0.28171559893614273,0.49376404059183515,0.22157667777003123,0.7153407183618664,mb_4_r,dfp_5_r,0.4254137939938544,0.21951093552302012,False,dfp_5 + mb_4
fru-M-700270,projection,mb_4,dfp_5,16129.0,8259.0,24978.0,38248.0,13270.0,0.34694624555532316,0.42169525203932234,0.21593285923446978,0.637628111273792,mb_4_r,dfp_5_r,0.3753398870529178,0.21593285923446978,False,dfp_5 + mb_4
