em_id,mean_score,max_score,n_chance,n_rank1,n_top5,group
1171548392,0.3850206,0.7495517,121,0,0,unseen
1171613107,0.19559036,0.48675776,278,0,0,unseen
1171613286,0.21547256,0.6026607,315,0,0,unseen
1171617407,0.29755795,0.87480044,849,0,1,unseen
1171621616,0.17310938,0.5894096,847,0,0,unseen
1171621682,0.2908547,0.7499508,847,0,0,unseen
1171690432,0.3732518,0.6680225,415,0,0,unseen
1171690479,0.27514136,0.563831,348,0,0,pos_only
1171704378,0.3016121,0.84189653,912,0,0,unseen
1171759765,0.30402282,0.5328718,218,0,0,unseen
1171772286,0.0944593,0.54541695,247,0,0,unseen
1171785552,0.052581754,0.51832044,200,0,0,unseen
1171898138,0.4787924,0.76317847,176,0,0,unseen
1171902272,0.2585606,0.5669447,190,0,0,unseen
1171910380,0.23294711,0.6317986,189,0,0,unseen
1171910557,0.5150293,0.8635411,123,0,1,unseen
1171915022,0.5108401,0.76504445,98,0,0,unseen
1171954356,0.24379045,0.5718022,322,0,0,unseen
1172031461,0.25595677,0.61557937,381,0,0,unseen
1172044382,0.4336427,0.84745973,1102,0,1,unseen
1172053274,0.36108482,0.7960291,927,0,0,unseen
1172242848,0.31299856,0.606881,72,0,0,unseen
1172363878,0.21984796,0.8258515,1009,0,0,unseen
1172372291,0.3271346,0.8105758,901,0,0,unseen
1172372382,0.3636475,0.7963318,911,0,0,unseen
1172372655,0.37547502,0.75812906,410,0,0,unseen
1172385513,0.3204174,0.87517834,988,0,0,unseen
1172433712,0.35531777,0.5987545,455,0,1,unseen
1172441674,0.13863483,0.5283792,265,0,1,unseen
1172446050,0.15060133,0.6202038,790,0,5,unseen
1172446164,0.12335224,0.418768,164,0,0,unseen
1172623224,0.5648724,0.9409857,150,0,0,unseen
1172627154,0.5636168,0.95334387,169,1,4,unseen
1172665846,0.23751618,0.6761757,883,0,0,unseen
1172670463,0.41522288,0.8892406,888,0,2,unseen
1172704683,0.43019506,0.876208,833,13,29,unseen
1172713514,0.31386408,0.7831863,962,0,0,unseen
1172713521,0.16348042,0.6485367,747,0,0,unseen
1172730733,0.29159158,0.83656096,951,0,0,unseen
1172774470,0.33049503,0.70809436,308,0,1,unseen
1172796014,0.12637806,0.4523796,266,0,0,unseen
1173007139,0.13460484,0.59914523,447,0,0,unseen
1173011450,0.19337326,0.6442352,198,0,0,unseen
1173016042,0.30121595,0.7728141,968,0,0,unseen
1173029301,0.2655252,0.5626837,327,0,0,unseen
1173045815,0.2814064,0.8481823,951,0,0,pos_only
1173054679,0.48585007,0.8561848,866,0,1,unseen
1173063302,0.25524577,0.8022006,874,0,0,unseen
1173067651,0.33773524,0.90778255,939,6,21,unseen
1173072129,0.35521382,0.85638237,1021,0,0,unseen
1173076392,0.15743694,0.5117219,273,0,0,unseen
1173076523,0.32205886,0.7534773,530,0,0,unseen
1173347968,0.6105048,0.9083948,849,4,17,unseen
1173391076,0.3699928,0.81566495,883,0,0,unseen
1173408617,0.26281428,0.8319616,937,0,0,unseen
1173417505,0.3488319,0.9141145,1022,0,3,unseen
1173732234,0.3612334,0.77859116,988,0,0,unseen
1173745220,0.44581446,0.88975835,1108,0,1,unseen
1173745330,0.27825427,0.8102508,1008,0,0,pos_only
1173745411,0.36694804,0.7900598,870,0,0,unseen
1173753977,0.28005627,0.72418994,706,0,0,unseen
1173814525,0.22097519,0.61536545,677,0,0,unseen
1174008477,0.41341108,0.83265483,1046,0,0,unseen
1174077762,0.4432551,0.9101938,1036,2,7,unseen
1174384118,0.29181895,0.9043705,1056,1,6,unseen
1174410293,0.28429225,0.8186201,854,1,2,unseen
1174712037,0.34684822,0.8126863,841,0,0,unseen
1175070762,0.47099578,0.81025916,867,0,0,unseen
1175433492,0.10930316,0.38007104,601,0,0,unseen
1187676192,0.23934619,0.65321904,260,0,1,unseen
1187676208,0.2841684,0.73985255,320,0,0,unseen
1187693355,0.21930936,0.69952416,1031,0,0,unseen
1187831582,0.29338744,0.7274993,899,1,14,unseen
1187844616,0.3146115,0.71780866,1010,0,10,unseen
1188004374,0.056811526,0.56847614,304,0,0,unseen
1188043606,0.24085712,0.64150685,961,0,0,unseen
1188163963,0.2705631,0.6970606,617,0,1,unseen
1188181261,0.2816354,0.76707697,1020,0,22,unseen
1188371481,0.29935613,0.7181828,959,0,0,unseen
1188388754,0.17748971,0.6257038,637,0,0,unseen
1188504924,0.32394642,0.8538315,534,0,6,unseen
1188509405,0.2498371,0.6790517,268,0,0,unseen
1188548330,0.44406104,0.7140552,31,0,0,unseen
1188599723,0.1253425,0.5796841,927,0,0,unseen
1188716311,0.27298805,0.6735284,1034,0,0,unseen
1188885499,0.3627895,0.7427615,43,0,0,unseen
1188885915,0.4174371,0.8380019,18,0,0,unseen
1188889654,0.05980213,0.1987193,151,0,0,unseen
1188889837,0.25814146,0.7689219,72,0,0,unseen
1189027422,0.07552074,0.48673058,331,0,0,unseen
1189227147,0.38299724,0.69133973,45,0,0,unseen
1189230326,0.38043916,0.73993605,36,0,0,unseen
1189230639,0.053384952,0.29032725,173,0,0,unseen
1189264680,0.3348713,0.6371747,19,0,0,unseen
1189420069,0.20925339,0.60981286,529,0,0,unseen
1189549476,0.24267423,0.6497412,790,0,4,unseen
1189559257,0.39277065,0.86508596,31,0,3,unseen
1189563993,0.3773925,0.8492489,16,0,0,unseen
1189566974,0.47232017,0.74574494,19,0,0,unseen
1189567690,0.37702373,0.6563287,22,0,0,unseen
1189601546,0.110569954,0.48134664,188,0,0,unseen
1189605993,0.19099917,0.56791157,539,0,1,unseen
1189606166,0.117166184,0.48242274,60,0,0,unseen
1189606310,0.20471306,0.5457487,57,0,0,unseen
1189697512,0.16696496,0.53187495,1190,0,0,unseen
1189706008,0.19991769,0.6968843,680,0,0,unseen
1189727041,0.25881386,0.7247583,314,0,0,unseen
1189847645,0.081893675,0.52179474,228,0,0,unseen
1189882785,0.28167042,0.68467456,773,0,0,unseen
1189887646,0.2257744,0.5876784,745,0,0,unseen
1189891402,0.3038891,0.8073831,887,1,10,unseen
1189904590,0.51095057,0.81101274,49,1,10,unseen
1189908829,0.25570643,0.7550104,19,0,0,unseen
1189912345,0.4065829,0.84968054,41,2,5,unseen
1189912812,0.07271926,0.21070361,46,0,0,unseen
1190076947,0.06097036,0.36357582,180,0,0,unseen
1190171884,0.17288633,0.56440514,306,0,0,unseen
1190250299,0.38780543,0.6460236,19,0,0,unseen
1190254555,0.16955124,0.7771305,131,0,2,unseen
1190332099,0.15524845,0.4620004,1084,0,0,unseen
1190344036,0.42447928,0.68992823,58,0,0,unseen
1190374287,0.24942756,0.60995996,70,0,0,unseen
1190400775,0.29309145,0.71288663,298,0,0,unseen
1190409318,0.23483007,0.7009438,231,0,0,unseen
1190417843,0.04710986,0.42455906,325,0,0,unseen
1190591244,0.2882002,0.59671587,22,0,0,unseen
1190638276,0.6011365,0.84956855,56,0,0,unseen
1190646632,0.4952709,0.82183105,64,0,0,unseen
1190646900,0.5232678,0.81882626,67,0,0,unseen
1190729123,0.11654675,0.56242925,358,0,0,unseen
1190737748,0.36854422,0.75203854,40,0,0,unseen
1190763066,0.22540015,0.71305496,211,0,0,unseen
1190926889,0.31412172,0.57528883,20,0,0,unseen
1190983574,0.5332415,0.8080008,70,0,5,unseen
1190983579,0.52835155,0.8088632,61,0,0,unseen
1191048727,0.14632197,0.5739444,185,0,0,unseen
1191273014,0.20446758,0.7677823,95,0,1,unseen
1191315642,0.0868278,0.3631512,348,0,1,pos_only
1191350690,0.28860742,0.7083375,346,0,0,unseen
1191392918,0.42602113,0.7201809,838,0,0,unseen
1191402226,0.21120122,0.76608986,478,0,0,unseen
1191500957,0.25051907,0.4096612,8,0,0,unseen
1191665829,0.13211931,0.39113566,344,0,0,unseen
1191820507,0.21778329,0.6658488,199,0,0,unseen
1191898195,0.20575799,0.60826766,967,0,1,unseen
1192006543,0.35604241,0.88626856,1098,0,0,unseen
1192007205,0.16279295,0.79675347,679,0,0,unseen
1192019859,0.2751277,0.693109,1104,0,0,unseen
1192123051,0.42045388,0.87601256,447,3,19,unseen
1192152791,0.18546303,0.86791825,387,0,0,unseen
1192187204,0.12799494,0.35824043,12,0,0,unseen
1192234894,0.21594165,0.43754175,19,0,0,unseen
1192434435,0.5883558,0.85802305,166,0,0,unseen
1192460455,0.19173156,0.452859,555,0,0,unseen
1192529139,0.15280683,0.24397609,7,0,0,unseen
1192567360,0.3897942,0.73682463,298,0,0,unseen
1192606191,0.29433164,0.6760184,323,0,0,unseen
1192698034,0.4077379,0.8680067,139,0,0,unseen
1192723421,0.068404675,0.55569696,298,0,0,unseen
1192735693,0.66063976,0.9445639,150,0,0,unseen
1192736036,0.65172833,0.89969313,112,0,1,unseen
1192739907,0.64256895,0.94743615,148,0,0,unseen
1192744779,0.18739928,0.6110471,534,0,0,unseen
1192796721,0.044464137,0.39414185,597,0,0,unseen
1192848260,0.13619657,0.4697738,287,0,0,unseen
1193029926,0.2699633,0.60071766,101,0,0,unseen
1193210995,0.14978522,0.5103278,341,0,0,unseen
1193214867,0.09155461,0.37033212,123,0,0,unseen
1193378968,0.33506933,0.7381855,288,0,0,unseen
1193448112,0.28488028,0.5752851,50,0,0,unseen
1193539096,0.16361783,0.47681728,184,0,0,unseen
1193560072,0.22011851,0.67376983,594,0,0,neg_only
1193560469,0.2159942,0.7159703,325,0,0,unseen
1193599901,0.1659623,0.51611507,60,0,0,unseen
1193828120,0.36654133,0.7102137,483,0,0,unseen
1193828958,0.094334476,0.37774077,319,0,0,unseen
1193879608,0.3094138,0.6755393,341,0,0,unseen
1193884219,0.31739992,0.70090026,969,0,0,unseen
1193884233,0.40882918,0.669796,336,0,0,unseen
1194070053,0.42714542,0.9030888,571,0,8,unseen
1194100437,0.43225536,0.8595009,487,0,0,unseen
1194220763,0.28443018,0.64489585,1040,0,0,unseen
1194242354,0.15858473,0.6276941,288,0,0,unseen
1194246820,0.17986983,0.45083392,337,0,0,unseen
1194384626,0.2497577,0.79559886,134,0,0,unseen
1194510761,0.277586,0.9694169,660,0,3,unseen
1194558092,0.37907353,0.77573407,359,0,0,unseen
1194562363,0.18027557,0.7544627,890,0,0,unseen
1194652343,0.14518635,0.2826007,16,0,0,unseen
1194912241,0.263978,0.4684538,629,0,0,unseen
1194937249,0.2661988,0.57542247,731,0,0,unseen
1194937327,0.34625548,0.7311284,820,0,0,unseen
1194937507,0.38661045,0.7312198,782,0,0,unseen
1194942043,0.27786377,0.90870064,374,1,1,unseen
1194946557,0.2579892,0.8869729,377,1,2,unseen
1194958916,0.33891246,0.79607505,316,0,0,unseen
1195235619,0.16396607,0.5633934,331,0,0,unseen
1195235620,0.17908539,0.5462085,336,0,0,unseen
1195256943,0.34987915,0.7664741,737,0,0,unseen
1195287289,0.30520058,0.91735685,419,0,7,unseen
1195554644,0.24105261,0.58949876,1070,0,0,unseen
1195559184,0.22175597,0.72429585,1259,0,0,unseen
1195606601,0.2766605,0.8563585,322,0,0,unseen
1195632413,0.24269202,0.63534385,1080,0,0,unseen
1195658585,0.31870833,0.66207826,340,0,6,unseen
1195866078,0.09208495,0.37390217,1341,0,0,unseen
1195870226,0.17212184,0.48414633,321,0,0,unseen
1195891557,0.1803176,0.82978916,372,0,0,unseen
1195913021,0.08307005,0.3867837,336,0,0,unseen
1195917506,0.10032522,0.52966106,336,0,0,unseen
1195947727,0.39788467,0.778946,904,0,0,unseen
1195973360,0.27604347,0.59364194,860,0,2,unseen
1195999722,0.25507537,0.76227945,550,0,0,unseen
1196232789,0.4137106,0.8467907,352,0,2,unseen
1196526636,0.20533298,0.65586543,1084,0,0,unseen
1196573432,0.28914055,0.88418585,809,0,1,unseen
1196573821,0.20932779,0.7733918,548,0,0,unseen
1196673506,0.5182061,0.84912103,719,0,0,unseen
1196816048,0.16980855,0.53904045,745,0,0,unseen
1196854070,0.08541976,0.30622804,233,0,0,unseen
1197100377,0.20227432,0.75034165,150,0,0,unseen
1197100399,0.32335868,0.6344095,125,0,0,unseen
1197104631,0.44085008,0.689753,74,1,1,unseen
1197234751,0.08061415,0.50016004,1144,0,0,unseen
1197242965,0.18429194,0.6452018,1232,0,0,unseen
1197243068,0.37933993,0.77651465,1095,0,1,unseen
1197246979,0.17632854,0.5494521,319,0,0,unseen
1197251489,0.1529233,0.55365115,342,0,0,unseen
1197260134,0.32338977,0.6962142,351,0,0,unseen
1197441527,0.4342119,0.73322713,143,0,1,unseen
1197449561,0.24527839,0.8774668,1109,1,1,unseen
1197449936,0.33259955,0.64308226,350,0,0,unseen
1197450057,0.23623957,0.8698804,773,0,1,unseen
1197454668,0.31468,0.7183598,81,0,0,unseen
1197791054,0.46101877,0.8311496,172,0,3,unseen
1197791057,0.7289634,0.9661765,117,0,0,unseen
1197967828,0.13828318,0.76120895,405,0,0,unseen
1197972213,0.19273834,0.8241541,415,0,1,unseen
1197993940,0.2923819,0.7253579,892,0,0,unseen
1198006801,0.28588778,0.63513154,537,0,0,both
1198041835,0.23736803,0.7510159,337,0,0,unseen
1198049989,0.15305902,0.6415843,1158,1,17,unseen
1198123389,0.54741746,0.9676837,173,0,0,unseen
1198127720,0.31495026,0.6778147,112,0,0,unseen
1198132022,0.53075063,0.86346,128,0,0,unseen
1198132028,0.41498893,0.8928918,186,0,0,unseen
1198132041,0.43719482,0.6619465,193,0,0,unseen
1198257581,0.13617443,0.68797004,277,0,0,unseen
1198326456,0.18490319,0.6761542,316,0,0,unseen
1198330286,0.1260782,0.46703786,322,0,0,pos_only
1198330641,0.18168639,0.53843874,631,0,0,neg_only
1198334861,0.12364319,0.42041042,246,0,0,unseen
1198373874,0.21249695,0.6971392,1121,0,5,unseen
1198413357,0.122367725,0.4150656,209,0,0,unseen
1198468652,0.47314876,0.8111902,92,0,0,unseen
1198468674,0.5620301,0.9339928,150,0,0,unseen
1198473350,0.32068837,0.7411417,148,0,1,unseen
1198473353,0.34629932,0.74224764,170,0,0,unseen
1198477582,0.5898697,0.8533583,76,1,1,unseen
1198477590,0.4172032,0.86458546,150,0,0,unseen
1198504136,0.245293,0.58557427,270,0,0,unseen
1198533883,0.20770821,0.5761119,368,0,0,unseen
1198576311,0.49027562,0.8109768,90,0,0,unseen
1198654537,0.29765227,0.87319136,486,0,3,unseen
1198658803,0.2848898,0.5661012,339,0,0,unseen
1198667367,0.10382295,0.35467106,269,0,0,unseen
1198671494,0.22962861,0.63944036,621,0,0,unseen
1198671672,0.1016619,0.4406563,240,0,0,unseen
1198675740,0.09840354,0.38367897,230,0,0,unseen
1198680122,0.11983791,0.4388278,245,0,0,unseen
1198680249,0.093860306,0.33083037,244,0,0,unseen
1198680426,0.15560353,0.4841239,260,0,0,unseen
1198680441,0.13332283,0.51471907,255,0,0,unseen
1198684596,0.12304973,0.38312376,270,0,0,unseen
1198693217,0.051627677,0.45799685,312,0,0,unseen
1198749960,0.12802823,0.36205652,317,0,0,unseen
1198809611,0.34516335,0.6400324,81,0,0,unseen
1198809632,0.2943646,0.6048832,75,0,0,unseen
1198809646,0.36979094,0.56909126,49,0,1,unseen
1198809657,0.3172871,0.6243817,62,0,0,unseen
1198809663,0.4228497,0.76022273,143,0,0,unseen
1198814304,0.27998087,0.66507995,93,0,0,unseen
1198818551,0.37148213,0.8947808,118,0,2,unseen
1198818609,0.41293404,0.74194527,58,0,0,unseen
1198818618,0.23027344,0.9208912,624,0,0,unseen
1198832414,0.21244201,0.56900257,766,0,0,unseen
1198832640,0.12252357,0.65053326,900,0,0,unseen
1198844082,0.08584015,0.5678365,295,0,0,unseen
1198844575,0.076921865,0.5142846,335,0,0,unseen
1198844628,0.1505176,0.6148272,321,0,0,unseen
1198931241,0.12489177,0.785398,283,0,0,unseen
1198943369,0.09667177,0.5564042,285,0,0,unseen
1199017128,0.17573394,0.51625156,267,0,0,unseen
1199069208,0.3418456,0.7995905,304,1,2,unseen
1199082254,0.110068016,0.4447938,381,0,0,unseen
1199086313,0.21625791,0.5317055,238,0,0,unseen
1199154817,0.29464749,0.637624,126,0,0,unseen
1199155111,0.3334495,0.7351547,141,0,1,unseen
1199155289,0.34467423,0.66141945,151,0,0,unseen
1199155298,0.39564866,0.7372709,104,0,0,unseen
1199155381,0.33529043,0.6041353,65,0,0,unseen
1199159353,0.49003872,0.86356455,135,0,0,unseen
1199159635,0.45853144,0.8507641,183,0,0,unseen
1199181443,0.298511,0.78381735,213,0,0,unseen
1199181469,0.40679651,0.7355068,339,0,0,unseen
1199225061,0.07625389,0.2905884,243,0,0,unseen
1199289203,0.25352252,0.7866447,268,0,2,unseen
1199327859,0.22381602,0.78191364,591,0,1,unseen
1199336289,0.3049624,0.8746975,422,3,12,unseen
1199383847,0.39695203,0.8537448,385,0,7,unseen
1199383911,0.1897403,0.60076535,312,0,0,unseen
1199427845,0.22188032,0.50698465,272,0,0,unseen
1199431561,0.13175766,0.42274728,271,0,0,unseen
1199432267,0.20699011,0.47404385,272,0,0,unseen
1199491728,0.49536508,0.8282528,168,0,0,unseen
1199491747,0.5096919,0.85178465,171,0,0,unseen
1199496144,0.30610102,0.7518241,421,0,0,unseen
1199496234,0.43,0.82764757,147,0,0,unseen
1199496235,0.3550274,0.67685306,95,0,2,unseen
1199496243,0.46001747,0.95801264,144,0,0,unseen
1199496247,0.43628138,0.85703814,180,0,0,unseen
1199496273,0.33739737,0.92984575,171,1,7,unseen
1199496276,0.50762814,0.91684735,149,0,0,unseen
1199504502,0.5098405,0.86871165,132,0,0,unseen
1199504729,0.36480078,0.9359792,183,0,3,unseen
1199517654,0.25627056,0.65033114,99,0,0,unseen
1199531317,0.14924169,0.5978871,838,0,0,unseen
1199556510,0.10021948,0.5036652,539,0,0,unseen
1199565117,0.33514756,0.6947308,1333,0,0,unseen
1199569954,0.17493302,0.73970157,630,0,0,unseen
1199573657,0.22672829,0.61399764,124,0,0,unseen
1199625952,0.13057867,0.600067,327,0,0,unseen
1199677638,0.15711007,0.7377811,303,0,0,unseen
1199699496,0.09958655,0.2870612,221,0,0,unseen
1199711860,0.18910947,0.80827385,291,0,2,unseen
1199712167,0.2556254,0.7717044,540,0,0,unseen
1199712272,0.09129901,0.36018047,241,0,0,unseen
1199837196,0.33197996,0.9049211,189,0,5,unseen
1199837203,0.360251,0.6514884,94,0,0,unseen
1199837219,0.6120313,0.8764466,146,0,0,unseen
1199837228,0.30897206,0.730805,171,0,0,unseen
1199837236,0.55995935,0.90558505,155,0,0,unseen
1199850219,0.39472255,0.8053166,176,0,0,unseen
1199850227,0.3314651,0.72799784,140,0,0,unseen
1199850242,0.5259341,0.8439223,140,0,0,unseen
1199855170,0.44180724,0.69671875,61,0,1,unseen
1199872316,0.114381775,0.59705913,630,0,0,unseen
1199910583,0.43918476,0.67839634,64,0,0,unseen
1200001508,0.15570623,0.67086244,43,0,1,unseen
1200014419,0.08933753,0.64994305,141,1,1,unseen
1200027441,0.2958394,0.7614873,836,2,51,unseen
1200032115,0.23264292,0.8257862,1151,0,0,unseen
1200049187,0.12197647,0.3667893,257,0,0,unseen
1200053009,0.1766756,0.74815124,1050,0,0,unseen
1200057627,0.15402955,0.37735942,279,0,0,unseen
1200070420,0.21240894,0.5487663,321,0,0,unseen
1200092356,0.25847805,0.8743771,394,2,3,unseen
1200174183,0.401873,0.8012978,128,0,0,unseen
1200178228,0.28219366,0.5756292,104,0,0,unseen
1200178237,0.6535334,0.95837694,150,0,0,unseen
1200182475,0.4405093,0.8731501,173,0,1,unseen
1200182506,0.4221593,0.77975464,155,0,0,unseen
1200182517,0.45987242,0.8899379,119,0,0,unseen
1200182520,0.5696362,0.9453204,141,0,2,unseen
1200182533,0.4661437,0.85758436,171,0,0,unseen
1200195625,0.4819094,0.9161167,190,0,3,unseen
1200195649,0.56616163,0.8976563,170,0,0,unseen
1200209058,0.3198298,0.54409444,99,0,0,unseen
1200247508,0.4184199,0.6762598,30,0,0,unseen
1200273581,0.19649528,0.5072036,314,0,0,unseen
1200286383,0.09333377,0.20552865,9,0,0,unseen
1200290859,0.21273905,0.58126295,301,0,0,unseen
1200351169,0.33714753,0.84949946,1097,0,0,unseen
1200351200,0.5199223,0.8467438,877,0,0,unseen
1200519445,0.50503117,0.80155116,150,0,0,unseen
1200523558,0.4123566,0.849298,164,0,1,unseen
1200523569,0.40255916,0.9590722,166,0,0,unseen
1200527805,0.49461812,0.8728076,152,0,0,unseen
1200527901,0.4061264,0.8434169,184,0,0,unseen
1200536428,0.35817614,0.8374017,163,0,0,unseen
1200536439,0.22735995,0.8321943,151,0,0,unseen
1200541130,0.3534867,0.8728089,152,0,0,unseen
1200541165,0.2051621,0.86320364,765,0,0,unseen
1200541193,0.40833274,0.6547938,100,0,0,unseen
1200554295,0.12208983,0.4286185,306,0,0,unseen
1200584107,0.5019438,0.7436083,115,0,0,unseen
1200605580,0.22444253,0.7321654,284,0,0,unseen
1200610109,0.20324872,0.5325197,322,0,0,unseen
1200619473,0.1086968,0.6657825,1131,0,0,unseen
1200683283,0.41664463,0.78935266,1026,0,0,unseen
1200687716,0.15705308,0.60470074,294,0,0,unseen
1200687913,0.37013453,0.9066968,1098,0,0,unseen
1200700424,0.47224063,0.91352564,1051,0,2,unseen
1200752926,0.1161549,0.38432667,249,0,0,unseen
1200753147,0.36249968,0.70322394,275,0,0,unseen
1200753289,0.1310557,0.3904497,284,0,0,unseen
1200864690,0.4266411,0.7789465,136,0,0,unseen
1200868959,0.40654325,0.76622236,135,0,0,unseen
1200873417,0.41095623,0.84408647,146,0,0,unseen
1200886425,0.5372842,0.8927246,149,0,0,unseen
1200942353,0.21310432,0.5912224,317,0,0,unseen
1200942398,0.2024748,0.6237051,279,0,0,unseen
1200977875,0.3193087,0.74060595,132,0,0,unseen
1200998497,0.3604193,0.6165129,304,0,0,unseen
1201028519,0.38590667,0.8975849,1057,0,1,unseen
1201032707,0.5050492,0.8672825,1017,0,0,unseen
1201210029,0.5541627,0.9418859,145,1,8,unseen
1201210044,0.4691598,0.8034889,157,0,0,unseen
1201227074,0.31950983,0.8616365,262,0,0,unseen
1201227161,0.1759706,0.51309586,144,0,0,unseen
1201231377,0.2995255,0.8250221,251,0,0,unseen
1201231700,0.18946116,0.8962726,916,0,0,unseen
1201231760,0.43406692,0.8499123,166,0,0,unseen
1201231770,0.36721873,0.6589788,138,0,0,unseen
1201231796,0.31615114,0.6431226,71,0,0,unseen
1201231816,0.18005419,0.887435,851,0,0,unseen
1201231826,0.25452173,0.9331446,550,1,2,unseen
1201296549,0.081867866,0.42261097,1272,0,0,unseen
1201335095,0.103722066,0.51575834,326,0,0,unseen
1201559521,0.34300864,0.62781566,68,0,0,unseen
1201559665,0.4473242,0.77303493,161,0,0,unseen
1201568401,0.49233258,0.790237,195,0,0,unseen
1201568417,0.5286988,0.9134915,192,0,0,unseen
1201568426,0.52257025,0.8593877,104,0,2,unseen
1201568464,0.44265273,0.8652791,197,0,0,unseen
1201572715,0.20412114,0.8322873,160,0,0,unseen
1201580945,0.51635957,0.94924957,151,0,2,unseen
1201615899,0.23542243,0.5496783,273,0,0,unseen
1201624330,0.18120264,0.5027695,277,0,0,unseen
1201659335,0.5368864,0.87794,314,0,0,unseen
1201905111,0.42733157,0.83594155,159,0,0,unseen
1201927079,0.45769978,0.7414395,91,0,0,unseen
1201961255,0.23879638,0.4971424,275,0,0,unseen
1202060409,0.5652219,0.909888,903,3,10,unseen
1202125326,0.41069472,0.6663004,223,0,0,unseen
1202241942,0.16412647,0.48996136,253,0,0,unseen
1202250762,0.35404333,0.6897334,168,0,0,unseen
1202250779,0.26050526,0.6471927,137,0,0,unseen
1202259458,0.44012782,0.81964695,162,0,0,unseen
1202397143,0.16872121,0.53276354,341,0,0,unseen
1202410042,0.36924016,0.8149762,995,0,0,unseen
1202462198,0.23601583,0.51983285,375,0,0,unseen
1202470836,0.11875232,0.358661,232,0,0,unseen
1202673723,0.38792673,0.93895215,1118,0,1,unseen
1202704262,0.10294527,0.4130215,101,0,0,unseen
1202737975,0.3954911,0.89625335,894,0,3,unseen
1203066201,0.25611198,0.70710516,406,0,0,unseen
1203066222,0.3624952,0.7893147,500,0,0,unseen
1203066401,0.31929547,0.7693967,525,0,0,unseen
1203070528,0.33188856,0.78668815,585,0,0,unseen
1203273913,0.44428167,0.7685831,98,0,0,unseen
1203420037,0.47508258,0.8670584,950,2,9,unseen
1203424360,0.38905373,0.8727797,857,0,1,unseen
1203433388,0.4321805,0.93040705,888,18,54,unseen
1203709763,0.4639738,0.8592102,926,0,0,unseen
1203756972,0.45705068,0.8548447,858,0,2,unseen
1203769621,0.45803756,0.8714647,977,0,3,unseen
1203769862,0.30384153,0.8092963,831,0,0,unseen
1203774485,0.5185588,0.7925587,880,0,0,unseen
1203774508,0.3808807,0.9285092,1001,2,4,unseen
1203779116,0.44529343,0.78385425,903,0,4,unseen
1203783013,0.44475332,0.9103904,926,0,6,unseen
1204063702,0.22512999,0.55151665,386,0,0,unseen
1204076441,0.23677139,0.8857475,946,0,0,unseen
1204124270,0.29285482,0.7222317,331,0,0,unseen
1204124281,0.32645866,0.83587456,937,0,0,unseen
1204175835,0.40730798,0.78759646,336,0,0,pos_only
1204391417,0.11421713,0.6184979,339,0,0,unseen
1204443547,0.46294773,0.8723356,995,0,3,unseen
1204447548,0.47347865,0.88016325,948,0,10,unseen
1204547624,0.11443166,0.59955835,288,0,0,unseen
1204775735,0.40617082,0.8997907,953,1,26,unseen
1204784216,0.20591058,0.7724001,974,0,0,unseen
1204875505,0.23004329,0.7745249,154,0,0,unseen
1205090786,0.18521461,0.8023137,307,0,0,pos_only
1205220831,0.3449849,0.6939187,694,0,0,unseen
1205225146,0.15957846,0.784527,164,1,1,unseen
1206114100,0.3972009,0.88203984,313,0,1,pos_only
1217372569,0.30821076,0.82021815,931,0,0,unseen
1217385533,0.30800325,0.8161316,1042,0,0,unseen
1217385540,0.3699915,0.805085,1099,0,0,unseen
1217385603,0.3678757,0.9227881,775,0,7,unseen
1217394039,0.3252958,0.808843,951,0,1,unseen
1217687906,0.26752862,0.8444264,620,0,0,unseen
1218516762,0.30651054,0.7842274,459,0,4,unseen
1218728463,0.31363124,0.7991503,924,0,0,unseen
1218728541,0.24353866,0.7674572,1027,0,0,unseen
1218728544,0.30802688,0.78551704,896,0,0,unseen
1218728570,0.33794668,0.7727906,996,0,0,unseen
1218728588,0.3055309,0.8102904,933,0,0,unseen
1218732640,0.22807279,0.6285339,993,0,0,unseen
1218732781,0.2526072,0.7381793,1156,0,0,unseen
1218732931,0.26838908,0.71999437,1149,0,0,unseen
1218733141,0.3071751,0.82177615,962,0,0,unseen
1218901359,0.38014582,0.79899067,34,0,0,unseen
1219056506,0.38062173,0.91978556,915,8,27,unseen
1219069439,0.5374328,0.92248935,887,3,26,unseen
1219069788,0.32967213,0.8055726,964,0,0,unseen
1219410844,0.32732674,0.8329549,904,0,0,unseen
1219462308,0.28007704,0.61074394,103,0,0,unseen
1219544166,0.2644373,0.69668865,1125,1,7,unseen
1219592090,0.44256788,0.6634761,21,0,0,unseen
1219634899,0.23480952,0.44581535,135,0,0,unseen
1219738275,0.15534642,0.45214123,25,0,0,unseen
1219756158,0.30320746,0.77983016,969,0,0,unseen
1219880727,0.25855827,0.7513655,255,0,0,unseen
1219889738,0.29865763,0.70398337,670,0,0,unseen
1220049442,0.20626284,0.56504095,331,0,0,unseen
1220239834,0.12506153,0.3980239,766,0,0,unseen
1220257051,0.4610234,0.78205526,38,0,3,unseen
1220257145,0.0790195,0.25413293,40,0,0,unseen
1220270134,0.16329797,0.46778223,48,0,0,unseen
1220299806,0.136564,0.53811246,165,0,0,unseen
1220343010,0.39873868,0.8380983,46,0,2,unseen
1220412108,0.058633007,0.25435975,529,0,0,unseen
1220434040,0.20820023,0.42897958,332,0,0,unseen
