fc_id,em_id,nblast_official
5HT1A-F-300008,fru-F-500442,-0.26367434449907357
5HT1A-F-300008,fru-F-500512,-0.3371268301056217
5HT1A-F-300008,fru-F-600263,-0.08727676746280949
5HT1A-F-300008,fru-F-700165,-0.10145900487187329
5HT1A-F-300008,fru-F-800076,-0.14396746305643537
5HT1A-F-300008,Gad1-F-000185,-0.4007916293227781
5HT1A-F-300008,Gad1-F-000550,-0.12525085547111103
5HT1A-F-300008,Gad1-F-000619,-0.24351578270036578
5HT1A-F-300008,Gad1-F-100061,0.2245732139722698
5HT1A-F-300008,Gad1-F-200064,-0.31390947025360305
5HT1A-F-300008,Gad1-F-300166,-0.0043544905154775625
5HT1A-F-300008,Gad1-F-300249,0.034716693889874625
5HT1A-F-300008,Gad1-F-300563,-0.13713671830334812
5HT1A-F-300008,Gad1-F-300664,0.06255097056159871
5HT1A-F-300008,Gad1-F-400129,-0.22205927413785687
5HT1A-F-300008,Gad1-F-400314,-0.045125913525689634
5HT1A-F-300008,Gad1-F-400339,-0.23298797148212474
5HT1A-F-300008,Gad1-F-500088,-0.12952073506068276
5HT1A-F-300008,Gad1-F-500568,-0.0974999113866569
5HT1A-F-300008,Gad1-F-500838,-0.33838823247793665
5HT1A-F-300008,Gad1-F-700193,-0.11387634812316755
5HT1A-F-300008,Gad1-F-700238,-0.04457812863361838
5HT1A-F-300008,Gad1-F-700616,-0.3682744978020626
5HT1A-F-300008,Gad1-F-900093,-0.32722326277886093
5HT1A-F-300008,Trh-F-000032,-0.23499126451412397
5HT1A-F-300008,Trh-F-300080,-0.124870261990617
5HT1A-F-300008,Trh-F-400000,0.028598639511531583
5HT1A-F-300008,Trh-F-400014,-0.18584199336278984
5HT1A-F-300008,Trh-F-400030,0.06371378420826357
5HT1A-F-300008,Trh-F-500004,-0.06808554033050661
5HT1A-F-300008,Trh-F-500049,-0.142624268873412
5HT1A-F-300008,Trh-F-500061,-0.07764441467874028
5HT1A-F-300008,Trh-F-500199,-0.11688285959580921
5HT1A-F-300008,Trh-F-500211,-0.029922004667683345
5HT1A-F-300008,Trh-F-500220,-0.12955818633325866
5HT1A-F-300008,Trh-F-600007,-0.05490339552920773
5HT1A-F-300008,Trh-F-600066,-0.1309113455591891
5HT1A-F-300008,Trh-F-600072,-0.11876738028921334
5HT1A-F-300008,Trh-F-600092,-0.10268194923417318
5HT1A-F-300008,Trh-F-600108,-0.14428278130374167
5HT1A-F-300008,Trh-F-700019,-0.14000535538040954
5HT1A-F-300008,Trh-F-700021,-0.10068470369363484
5HT1A-F-300008,Trh-F-800002,-0.04449364106335093
5HT1A-F-300008,Trh-F-900031,-0.20348678620110278
5HT1A-F-300008,VGlut-F-000563,-0.38710876265067046
5HT1A-F-300008,VGlut-F-100370,-0.1649824245004553
5HT1A-F-300008,VGlut-F-100376,-0.3150646804755708
5HT1A-F-300008,VGlut-F-200559,-0.19605225602192186
5HT1A-F-300008,VGlut-F-200571,-0.032217725784708814
5HT1A-F-300008,VGlut-F-200574,-0.25122243276680895
5HT1A-F-300008,VGlut-F-300627,0.08889273939662388
5HT1A-F-300008,VGlut-F-300636,-0.18979619041040288
5HT1A-F-300008,VGlut-F-400096,-0.01166995178990447
5HT1A-F-300008,VGlut-F-400151,0.04654487380481044
5HT1A-F-300008,VGlut-F-400167,-0.15162469398019507
5HT1A-F-300008,VGlut-F-400178,-0.03031968677563598
5HT1A-F-300008,VGlut-F-400225,-0.08971514056672077
5HT1A-F-300008,VGlut-F-400263,0.00300484511467442
5HT1A-F-300008,VGlut-F-400434,0.17302660998082472
5HT1A-F-300008,VGlut-F-500039,-0.029164845572940662
5HT1A-F-300008,VGlut-F-500092,-0.1223063385698526
5HT1A-F-300008,VGlut-F-500114,-0.08035412830523789
5HT1A-F-300008,VGlut-F-500300,-0.27178447243924037
5HT1A-F-300008,VGlut-F-500357,-0.1843051375394012
5HT1A-F-300008,VGlut-F-500551,-0.1487865787223432
5HT1A-F-300008,VGlut-F-500721,-0.1756231140060909
5HT1A-F-300008,VGlut-F-500761,-0.14686204686357368
5HT1A-F-300008,VGlut-F-500787,-0.1835942356338705
5HT1A-F-300008,VGlut-F-500809,-0.2360697667447056
5HT1A-F-300008,VGlut-F-600023,-0.04852908103639515
5HT1A-F-300008,VGlut-F-600107,-0.21815165445033843
5HT1A-F-300008,VGlut-F-600316,-0.44509291077024815
5HT1A-F-300008,VGlut-F-600366,0.10505518019415415
5HT1A-F-300008,VGlut-F-600450,-0.2132230724591478
5HT1A-F-300008,VGlut-F-600452,-0.3778657821311158
5HT1A-F-300008,VGlut-F-600553,-0.21377167443346384
5HT1A-F-300008,VGlut-F-600556,-0.15956987838201891
5HT1A-F-300008,VGlut-F-600669,0.02490793026094905
5HT1A-F-300008,VGlut-F-600787,-0.2780857737140715
5HT1A-F-300008,VGlut-F-700044,-0.11140372788244526
