fc_id,em_id,score,shift,score_x,score_y,score_z
Gad1-F-700011,VGlut-F-800257,0.1694915254237288,"(1, 12, 0)",7.0,10.0,13.0
Gad1-F-700011,VGlut-F-900094,0.31808278867102396,"(13, 15, 16)",50.0,46.0,50.0
Gad1-F-700011,VGlut-F-700218,0.16062176165803108,"(2, 10, 0)",8.0,5.0,18.0
Gad1-F-700011,VGlut-F-200120,0.3436213991769547,"(14, 17, 18)",50.0,62.0,55.0
Gad1-F-700011,Gad1-F-700011,1.0,"(15, 15, 15)",163.0,152.0,157.0
Gad1-F-700011,VGlut-F-500764,0.18110236220472442,"(11, 13, 0)",14.0,4.0,28.0
Gad1-F-700011,VGlut-F-500800,0.3220338983050847,"(13, 17, 16)",57.0,50.0,45.0
Gad1-F-700011,Gad1-F-100497,0.18324607329842932,"(0, 12, 0)",14.0,8.0,13.0
Gad1-F-700011,VGlut-F-700046,0.24870466321243523,"(18, 22, 4)",33.0,25.0,38.0
Gad1-F-700011,Gad1-F-100061,0.17307692307692307,"(0, 8, 0)",7.0,8.0,21.0
Gad1-F-700011,VGlut-F-600626,0.16470588235294117,"(13, 14, 0)",13.0,7.0,22.0
Gad1-F-700011,VGlut-F-600684,0.2822384428223844,"(12, 15, 15)",35.0,48.0,33.0
Gad1-F-700011,VGlut-F-600511,0.30807248764415157,"(13, 18, 17)",59.0,69.0,59.0
Gad1-F-700011,VGlut-F-500809,0.1393939393939394,"(0, 8, 0)",6.0,7.0,10.0
Gad1-F-700011,G0239-F-000008,0.14563106796116504,"(2, 8, 0)",9.0,4.0,17.0
Gad1-F-700011,VGlut-F-700428,0.16883116883116883,"(1, 10, 0)",9.0,7.0,10.0
Gad1-F-700011,VGlut-F-700076,0.1870967741935484,"(0, 8, 0)",7.0,8.0,14.0
Gad1-F-700011,Gad1-F-400185,0.27552986512524086,"(18, 12, 17)",46.0,49.0,48.0
Gad1-F-700011,VGlut-F-600291,0.16988416988416988,"(12, 15, 0)",11.0,4.0,29.0
Gad1-F-700011,VGlut-F-700074,0.16942148760330578,"(10, 13, 0)",11.0,7.0,23.0
Gad1-F-700011,Gad1-F-700462,0.2524271844660194,"(17, 13, 14)",39.0,37.0,28.0
Gad1-F-700011,VGlut-F-400151,0.12631578947368421,"(0, 8, 0)",7.0,7.0,10.0
Gad1-F-700011,Trh-F-300080,0.18125,"(0, 8, 0)",8.0,8.0,13.0
Gad1-F-700011,VGlut-F-900032,0.1646090534979424,"(10, 12, 0)",12.0,4.0,24.0
Gad1-F-700011,Gad1-F-600031,0.23655913978494625,"(17, 11, 17)",34.0,45.0,31.0
Gad1-F-700011,VGlut-F-500341,0.2344632768361582,"(17, 20, 4)",33.0,26.0,24.0
Gad1-F-700011,VGlut-F-500300,0.1554054054054054,"(0, 8, 0)",4.0,7.0,12.0
Gad1-F-700011,VGlut-F-900136,0.1510791366906475,"(15, 14, 0)",13.0,8.0,21.0
Gad1-F-700011,Gad1-F-700488,0.16666666666666666,"(0, 9, 0)",15.0,9.0,19.0
Gad1-F-700011,Gad1-F-500141,0.15813953488372093,"(0, 12, 0)",12.0,9.0,13.0
Gad1-F-700011,G0239-F-000012,0.16666666666666666,"(3, 7, 0)",7.0,5.0,21.0
Gad1-F-700011,VGlut-F-900080,0.16666666666666666,"(12, 12, 1)",14.0,8.0,21.0
Gad1-F-700011,G0239-F-000005,0.15625,"(2, 9, 0)",11.0,3.0,21.0
Gad1-F-700011,fru-F-500442,0.19230769230769232,"(0, 7, 0)",8.0,4.0,18.0
Gad1-F-700011,VGlut-F-400225,0.18888888888888888,"(2, 10, 0)",9.0,6.0,19.0
Gad1-F-700011,Gad1-F-900026,0.3093220338983051,"(15, 16, 16)",51.0,50.0,45.0
Gad1-F-700011,VGlut-F-900049,0.17695473251028807,"(10, 14, 0)",11.0,7.0,25.0
Gad1-F-700011,Gad1-F-400056,0.26548672566371684,"(11, 9, 13)",25.0,26.0,39.0
Gad1-F-700011,VGlut-F-500761,0.20567375886524822,"(2, 10, 0)",8.0,4.0,17.0
Gad1-F-700011,VGlut-F-700569,0.1901840490797546,"(0, 7, 0)",9.0,6.0,16.0
Gad1-F-700011,VGlut-F-700462,0.17045454545454544,"(13, 13, 1)",18.0,6.0,21.0
Gad1-F-700011,Gad1-F-500011,0.251063829787234,"(13, 18, 16)",39.0,43.0,36.0
Gad1-F-700011,fru-F-700165,0.2085889570552147,"(0, 7, 0)",7.0,6.0,21.0
Gad1-F-700011,Gad1-F-200064,0.10869565217391304,"(0, 7, 0)",0.0,0.0,15.0
Gad1-F-700011,VGlut-F-600692,0.24912280701754386,"(11, 11, 1)",32.0,13.0,26.0
Gad1-F-700011,Gad1-F-000492,0.211864406779661,"(0, 11, 0)",19.0,10.0,21.0
Gad1-F-700011,Gad1-F-400040,0.3114406779661017,"(14, 17, 17)",45.0,60.0,42.0
Gad1-F-700011,VGlut-F-600312,0.1417004048582996,"(11, 13, 0)",9.0,3.0,23.0
Gad1-F-700011,VGlut-F-600787,0.22,"(0, 6, 0)",8.0,6.0,19.0
Gad1-F-700011,Trh-F-500220,0.12,"(1, 10, 0)",3.0,4.0,11.0
Gad1-F-700011,VGlut-F-800022,0.16981132075471697,"(11, 13, 0)",14.0,3.0,28.0
Gad1-F-700011,VGlut-F-300636,0.1761006289308176,"(5, 9, 0)",10.0,1.0,17.0
Gad1-F-700011,Trh-F-500211,0.13440860215053763,"(0, 8, 0)",6.0,6.0,13.0
Gad1-F-700011,5HT1A-F-700012,0.14893617021276595,"(0, 10, 0)",7.0,4.0,17.0
Gad1-F-700011,VGlut-F-700004,0.17490494296577946,"(12, 14, 0)",13.0,11.0,22.0
Gad1-F-700011,VGlut-F-400764,0.35247524752475246,"(14, 17, 16)",62.0,57.0,59.0
Gad1-F-700011,Gad1-F-700616,0.125,"(0, 5, 0)",0.0,1.0,16.0
Gad1-F-700011,VGlut-F-400506,0.3156779661016949,"(13, 16, 17)",58.0,43.0,48.0
Gad1-F-700011,Gad1-F-500838,0.1,"(2, 10, 0)",0.0,0.0,14.0
Gad1-F-700011,VGlut-F-800276,0.11299435028248588,"(0, 8, 0)",4.0,5.0,11.0
Gad1-F-700011,VGlut-F-400263,0.22012578616352202,"(0, 9, 0)",10.0,8.0,17.0
Gad1-F-700011,VGlut-F-600669,0.19047619047619047,"(0, 8, 0)",7.0,9.0,20.0
Gad1-F-700011,VGlut-F-900131,0.18672199170124482,"(10, 13, 0)",14.0,5.0,26.0
Gad1-F-700011,VGlut-F-500777,0.2613240418118467,"(16, 8, 0)",35.0,21.0,19.0
Gad1-F-700011,VGlut-F-700349,0.1487603305785124,"(13, 11, 0)",12.0,10.0,14.0
Gad1-F-700011,VGlut-F-500039,0.13333333333333333,"(0, 8, 0)",4.0,3.0,13.0
Gad1-F-700011,VGlut-F-700408,0.28116710875331563,"(18, 19, 4)",36.0,34.0,36.0
Gad1-F-700011,Gad1-F-000550,0.1893939393939394,"(0, 6, 0)",2.0,3.0,20.0
Gad1-F-700011,VGlut-F-800250,0.23389021479713604,"(20, 21, 4)",36.0,26.0,36.0
Gad1-F-700011,VGlut-F-500551,0.17006802721088435,"(0, 7, 0)",6.0,7.0,12.0
Gad1-F-700011,VGlut-F-200559,0.23870967741935484,"(0, 7, 0)",10.0,6.0,21.0
Gad1-F-700011,Gad1-F-000355,0.11374407582938388,"(0, 10, 0)",6.0,2.0,16.0
Gad1-F-700011,G0239-F-000010,0.2788104089219331,"(16, 0, 7)",39.0,18.0,18.0
Gad1-F-700011,Gad1-F-200461,0.1728395061728395,"(0, 10, 0)",13.0,9.0,20.0
Gad1-F-700011,Gad1-F-200479,0.15625,"(0, 12, 0)",13.0,9.0,18.0
Gad1-F-700011,VGlut-F-900045,0.26666666666666666,"(2, 8, 0)",11.0,11.0,14.0
Gad1-F-700011,VGlut-F-700508,0.24390243902439024,"(17, 12, 3)",27.0,19.0,24.0
Gad1-F-700011,VGlut-F-400861,0.2907216494845361,"(14, 14, 16)",46.0,54.0,41.0
Gad1-F-700011,Gad1-F-800029,0.3029661016949153,"(14, 14, 17)",44.0,53.0,46.0
Gad1-F-700011,Gad1-F-600064,0.3628571428571429,"(11, 10, 12)",40.0,38.0,49.0
Gad1-F-700011,VGlut-F-500652,0.27293064876957496,"(15, 11, 15)",42.0,42.0,38.0
Gad1-F-700011,VGlut-F-500787,0.17791411042944785,"(2, 10, 0)",8.0,7.0,14.0
Gad1-F-700011,VGlut-F-700499,0.2219626168224299,"(19, 21, 5)",36.0,24.0,35.0
Gad1-F-700011,Gad1-F-500558,0.28297872340425534,"(16, 16, 17)",50.0,54.0,29.0
Gad1-F-700011,VGlut-F-700081,0.17338709677419356,"(10, 14, 0)",13.0,5.0,25.0
Gad1-F-700011,Gad1-F-600043,0.2021505376344086,"(14, 19, 17)",34.0,36.0,24.0
Gad1-F-700011,VGlut-F-800083,0.24514563106796117,"(19, 23, 3)",37.0,20.0,44.0
Gad1-F-700011,Gad1-F-400408,0.3474576271186441,"(14, 16, 17)",50.0,50.0,64.0
Gad1-F-700011,VGlut-F-500565,0.27601809954751133,"(14, 14, 15)",38.0,36.0,48.0
Gad1-F-700011,Gad1-F-900093,0.11728395061728394,"(2, 10, 0)",0.0,0.0,19.0
Gad1-F-700011,VGlut-F-700025,0.18725099601593626,"(10, 13, 0)",16.0,3.0,28.0
Gad1-F-700011,VGlut-F-500092,0.22981366459627328,"(0, 8, 0)",10.0,11.0,16.0
Gad1-F-700011,VGlut-F-900120,0.12834224598930483,"(0, 6, 0)",4.0,4.0,16.0
Gad1-F-700011,Gad1-F-400129,0.15447154471544716,"(0, 6, 0)",2.0,1.0,16.0
Gad1-F-700011,VGlut-F-200571,0.13872832369942195,"(3, 10, 0)",5.0,0.0,19.0
Gad1-F-700011,VGlut-F-000563,0.21897810218978103,"(0, 7, 0)",7.0,7.0,16.0
Gad1-F-700011,VGlut-F-700410,0.20863309352517986,"(1, 10, 0)",8.0,10.0,11.0
VGlut-F-500764,fru-F-600263,0.2620967741935484,"(0, 0, 11)",18.0,25.0,22.0
VGlut-F-500764,Trh-F-600066,0.23076923076923078,"(0, 0, 12)",17.0,20.0,17.0
VGlut-F-500764,VGlut-F-800158,0.176056338028169,"(12, 1, 12)",24.0,14.0,12.0
VGlut-F-500764,G0239-F-000003,0.13612565445026178,"(11, 4, 3)",4.0,9.0,39.0
VGlut-F-500764,VGlut-F-700044,0.2445414847161572,"(4, 0, 14)",19.0,16.0,21.0
VGlut-F-500764,VGlut-F-500869,0.5484633569739953,"(19, 20, 22)",72.0,85.0,75.0
VGlut-F-500764,VGlut-F-800045,0.5873493975903614,"(14, 15, 15)",53.0,75.0,67.0
VGlut-F-500764,Trh-F-600108,0.22448979591836735,"(1, 0, 13)",18.0,21.0,16.0
VGlut-F-500764,Gad1-F-400019,0.2222222222222222,"(16, 0, 13)",13.0,11.0,10.0
VGlut-F-500764,VGlut-F-600023,0.25461254612546125,"(1, 0, 12)",21.0,27.0,21.0
VGlut-F-500764,Trh-F-500199,0.22448979591836735,"(7, 0, 12)",21.0,21.0,24.0
VGlut-F-500764,G0239-F-000011,0.24242424242424243,"(16, 3, 1)",29.0,18.0,17.0
VGlut-F-500764,VGlut-F-500345,0.19021739130434784,"(12, 0, 9)",13.0,10.0,12.0
VGlut-F-500764,Gad1-F-300223,0.2841269841269841,"(0, 1, 22)",47.0,69.0,63.0
VGlut-F-500764,Trh-F-000032,0.22916666666666666,"(5, 0, 12)",16.0,20.0,19.0
VGlut-F-500764,VGlut-F-100195,0.18421052631578946,"(16, 0, 11)",19.0,11.0,12.0
VGlut-F-500764,VGlut-F-800199,0.3524590163934426,"(19, 12, 9)",26.0,28.0,32.0
VGlut-F-500764,Gad1-F-500029,0.2,"(14, 0, 10)",16.0,13.0,11.0
VGlut-F-500764,Gad1-F-000394,0.24447717231222385,"(0, 0, 19)",45.0,69.0,52.0
VGlut-F-500764,G0239-F-000001,0.14102564102564102,"(9, 6, 0)",5.0,7.0,43.0
VGlut-F-500764,Gad1-F-400536,0.15425531914893617,"(13, 0, 11)",14.0,9.0,6.0
VGlut-F-500764,VGlut-F-500721,0.21161825726141079,"(4, 0, 13)",16.0,15.0,20.0
VGlut-F-500764,Gad1-F-400645,0.38113207547169814,"(3, 0, 18)",38.0,31.0,32.0
VGlut-F-500764,Gad1-F-600662,0.2631578947368421,"(0, 0, 15)",35.0,63.0,47.0
VGlut-F-500764,G0239-F-000006,0.22083333333333333,"(12, 3, 1)",24.0,13.0,16.0
VGlut-F-500764,VGlut-F-600316,0.22099447513812154,"(8, 0, 12)",13.0,12.0,15.0
VGlut-F-500764,VGlut-F-700493,0.28775510204081634,"(17, 13, 13)",51.0,41.0,49.0
VGlut-F-500764,VGlut-F-800260,0.5852713178294574,"(20, 21, 21)",91.0,114.0,97.0
VGlut-F-500764,5HT1A-F-300008,0.2701342281879195,"(0, 0, 17)",40.0,65.0,56.0
VGlut-F-500764,Gad1-F-200344,0.25811688311688313,"(0, 0, 17)",39.0,62.0,58.0
VGlut-F-500764,VGlut-F-600107,0.18951612903225806,"(2, 0, 13)",17.0,15.0,15.0
VGlut-F-500764,Gad1-F-500079,0.21428571428571427,"(14, 1, 11)",13.0,10.0,10.0
VGlut-F-500764,VGlut-F-700145,0.29063097514340347,"(19, 12, 13)",61.0,45.0,46.0
VGlut-F-500764,Gad1-F-800493,0.25287356321839083,"(0, 0, 15)",41.0,59.0,54.0
VGlut-F-500764,VGlut-F-500567,0.18137254901960784,"(14, 0, 8)",14.0,13.0,10.0
VGlut-F-500764,Gad1-F-600475,0.2896174863387978,"(1, 0, 17)",41.0,68.0,50.0
VGlut-F-500764,Trh-F-400014,0.2246376811594203,"(0, 0, 16)",21.0,20.0,21.0
VGlut-F-500764,Gad1-F-300249,0.2360248447204969,"(2, 2, 16)",28.0,21.0,27.0
VGlut-F-500764,VGlut-F-700036,0.34838709677419355,"(23, 10, 19)",35.0,39.0,34.0
VGlut-F-500764,VGlut-F-500410,0.3357664233576642,"(24, 10, 21)",32.0,29.0,31.0
VGlut-F-500764,VGlut-F-500371,0.5706051873198847,"(16, 16, 17)",65.0,56.0,77.0
VGlut-F-500764,VGlut-F-600450,0.2548076923076923,"(0, 0, 10)",14.0,24.0,15.0
VGlut-F-500764,Trh-F-500004,0.22580645161290322,"(3, 0, 14)",20.0,22.0,21.0
VGlut-F-500764,VGlut-F-600681,0.3562091503267974,"(22, 10, 21)",37.0,36.0,36.0
VGlut-F-500764,Gad1-F-700276,0.3617021276595745,"(0, 0, 21)",40.0,58.0,38.0
VGlut-F-500764,Trh-F-600007,0.2054794520547945,"(5, 0, 12)",19.0,21.0,20.0
VGlut-F-500764,Trh-F-700013,0.18433179723502305,"(13, 0, 11)",20.0,10.0,10.0
VGlut-F-500764,VGlut-F-700029,0.3512658227848101,"(24, 11, 20)",40.0,41.0,30.0
VGlut-F-500764,VGlut-F-800041,0.5443298969072164,"(18, 19, 20)",83.0,100.0,81.0
VGlut-F-500764,VGlut-F-600169,0.3489583333333333,"(18, 11, 10)",46.0,39.0,49.0
VGlut-F-500764,Gad1-F-800638,0.2394578313253012,"(0, 0, 16)",39.0,64.0,56.0
VGlut-F-500764,VGlut-F-400497,0.2,"(12, 0, 10)",15.0,11.0,13.0
VGlut-F-500764,Gad1-F-500568,0.21031746031746032,"(5, 0, 11)",16.0,20.0,17.0
VGlut-F-500764,VGlut-F-800128,0.24028268551236748,"(3, 2, 16)",23.0,21.0,24.0
VGlut-F-500764,Gad1-F-800021,0.20253164556962025,"(11, 0, 10)",13.0,8.0,11.0
VGlut-F-500764,Gad1-F-500697,0.25584795321637427,"(0, 0, 17)",48.0,67.0,60.0
VGlut-F-500764,Trh-F-900031,0.23983739837398374,"(1, 2, 14)",18.0,21.0,20.0
VGlut-F-500764,VGlut-F-700442,0.3740831295843521,"(18, 13, 10)",46.0,51.0,56.0
VGlut-F-500764,VGlut-F-700321,0.25609756097560976,"(0, 0, 11)",18.0,28.0,17.0
VGlut-F-500764,VGlut-F-500425,0.34831460674157305,"(20, 13, 11)",29.0,28.0,36.0
VGlut-F-500764,VGlut-F-500789,0.683371298405467,"(19, 20, 19)",83.0,114.0,103.0
VGlut-F-500764,VGlut-F-200334,0.19883040935672514,"(12, 0, 7)",11.0,11.0,12.0
VGlut-F-500764,VGlut-F-700589,0.639344262295082,"(17, 18, 20)",74.0,107.0,92.0
VGlut-F-500764,Trh-F-400000,0.25,"(1, 0, 16)",26.0,22.0,26.0
VGlut-F-500764,VGlut-F-800240,0.3424657534246575,"(21, 10, 19)",36.0,32.0,32.0
VGlut-F-500764,VGlut-F-800154,0.3423076923076923,"(24, 11, 20)",31.0,29.0,29.0
VGlut-F-500764,VGlut-F-100376,0.18779342723004694,"(5, 0, 13)",13.0,16.0,11.0
VGlut-F-500764,Gad1-F-500008,0.2553191489361702,"(16, 0, 8)",17.0,15.0,16.0
VGlut-F-500764,VGlut-F-500803,0.3006134969325153,"(22, 13, 10)",51.0,41.0,55.0
VGlut-F-500764,Cha-F-200058,0.3027027027027027,"(0, 0, 20)",39.0,41.0,32.0
VGlut-F-500764,VGlut-F-800137,0.4827586206896552,"(20, 20, 17)",78.0,99.0,89.0
VGlut-F-500764,VGlut-F-700339,0.3450134770889488,"(24, 11, 22)",50.0,42.0,36.0
VGlut-F-500764,VGlut-F-100370,0.21292775665399238,"(0, 0, 12)",19.0,24.0,13.0
VGlut-F-500764,Trh-F-600072,0.24279835390946503,"(3, 1, 13)",20.0,23.0,16.0
VGlut-F-500764,VGlut-F-600602,0.635,"(18, 19, 18)",72.0,97.0,85.0
VGlut-F-500764,VGlut-F-600192,0.3345388788426763,"(16, 15, 13)",59.0,58.0,68.0
VGlut-F-500764,VGlut-F-600785,0.45614035087719296,"(14, 13, 11)",57.0,68.0,57.0
VGlut-F-500764,VGlut-F-600553,0.24479166666666666,"(5, 1, 12)",15.0,18.0,14.0
VGlut-F-500764,Gad1-F-900485,0.23357664233576642,"(0, 0, 16)",40.0,64.0,56.0
VGlut-F-500764,VGlut-F-200586,0.19886363636363635,"(14, 1, 11)",17.0,8.0,10.0
VGlut-F-500764,VGlut-F-700571,0.34375,"(18, 9, 19)",30.0,28.0,30.0
VGlut-F-500764,Trh-F-700021,0.2825112107623318,"(6, 0, 13)",19.0,22.0,22.0
VGlut-F-500764,VGlut-F-300627,0.2582781456953642,"(3, 0, 14)",29.0,24.0,25.0
VGlut-F-500764,Gad1-F-700439,0.17647058823529413,"(16, 1, 12)",17.0,12.0,4.0
VGlut-F-500764,Gad1-F-400824,0.2748735244519393,"(0, 0, 16)",44.0,66.0,53.0
VGlut-F-500764,VGlut-F-700199,0.3507692307692308,"(26, 15, 14)",34.0,38.0,42.0
VGlut-F-500764,VGlut-F-200574,0.20416666666666666,"(0, 0, 13)",18.0,21.0,10.0
VGlut-F-500764,VGlut-F-700574,0.35784313725490197,"(16, 12, 10)",48.0,48.0,50.0
VGlut-F-500764,VGlut-F-800086,0.3333333333333333,"(19, 11, 25)",35.0,33.0,27.0
VGlut-F-500764,VGlut-F-500416,0.33222591362126247,"(22, 11, 24)",35.0,33.0,32.0
VGlut-F-500764,Gad1-F-300563,0.20408163265306123,"(6, 0, 12)",17.0,14.0,19.0
VGlut-F-500764,fru-F-800076,0.22857142857142856,"(0, 2, 15)",22.0,16.0,18.0
VGlut-F-500764,VGlut-F-400167,0.20205479452054795,"(5, 0, 14)",18.0,22.0,19.0
VGlut-F-500764,VGlut-F-300655,0.18947368421052632,"(10, 0, 11)",19.0,9.0,8.0
VGlut-F-500764,Gad1-F-500358,0.2378138847858198,"(0, 0, 16)",42.0,65.0,54.0
VGlut-F-500764,Gad1-F-900562,0.16756756756756758,"(16, 0, 12)",15.0,11.0,5.0
VGlut-F-500764,Gad1-F-300137,0.30751708428246016,"(0, 2, 20)",39.0,58.0,38.0
VGlut-F-500764,VGlut-F-700102,0.5994897959183674,"(15, 16, 17)",63.0,96.0,76.0
VGlut-F-500764,VGlut-F-800085,0.3103448275862069,"(18, 9, 18)",36.0,23.0,31.0
VGlut-F-500764,Gad1-F-000185,0.20179372197309417,"(0, 2, 14)",18.0,16.0,11.0
VGlut-F-500764,Gad1-F-400037,0.20512820512820512,"(14, 1, 10)",14.0,9.0,9.0
VGlut-F-500764,VGlut-F-600706,0.3326923076923077,"(18, 14, 10)",62.0,43.0,68.0
VGlut-F-500764,Gad1-F-000619,0.19469026548672566,"(2, 0, 9)",12.0,22.0,10.0
VGlut-F-500764,Gad1-F-800183,0.31024930747922436,"(0, 0, 15)",29.0,47.0,36.0
VGlut-F-500764,Gad1-F-600684,0.44660194174757284,"(3, 1, 17)",28.0,37.0,27.0
VGlut-F-500764,VGlut-F-200218,0.1471861471861472,"(16, 1, 12)",13.0,11.0,10.0
VGlut-F-500764,Trh-F-600092,0.22813688212927757,"(2, 0, 13)",18.0,23.0,19.0
VGlut-F-500764,VGlut-F-500632,0.36524822695035464,"(22, 11, 19)",35.0,36.0,32.0
VGlut-F-500764,Gad1-F-400339,0.17905405405405406,"(4, 0, 12)",20.0,17.0,16.0
VGlut-F-500764,VGlut-F-600180,0.3625,"(19, 9, 18)",40.0,42.0,34.0
VGlut-F-500764,fru-F-400547,0.24299065420560748,"(6, 0, 12)",22.0,15.0,15.0
VGlut-F-500764,Gad1-F-500010,0.17674418604651163,"(18, 1, 13)",18.0,12.0,8.0
VGlut-F-500764,fru-F-500420,0.22169811320754718,"(0, 2, 15)",21.0,12.0,14.0
VGlut-F-500764,VGlut-F-700551,0.5112107623318386,"(18, 17, 14)",62.0,86.0,80.0
VGlut-F-500764,VGlut-F-600796,0.6571428571428571,"(18, 19, 18)",77.0,101.0,98.0
VGlut-F-500764,Gad1-F-700105,0.32323232323232326,"(2, 0, 17)",41.0,47.0,40.0
VGlut-F-500764,VGlut-F-700473,0.22258064516129034,"(4, 0, 14)",22.0,25.0,22.0
VGlut-F-500764,VGlut-F-700221,0.21951219512195122,"(7, 0, 14)",16.0,13.0,16.0
VGlut-F-500764,VGlut-F-800014,0.24054982817869416,"(18, 0, 12)",29.0,21.0,20.0
VGlut-F-500764,Gad1-F-400667,0.4307692307692308,"(5, 0, 20)",42.0,39.0,31.0
VGlut-F-500764,Gad1-F-900615,0.17894736842105263,"(13, 0, 10)",18.0,9.0,7.0
VGlut-F-500764,Gad1-F-300664,0.26506024096385544,"(5, 0, 11)",21.0,21.0,24.0
VGlut-F-500764,Gad1-F-500097,0.2611464968152866,"(16, 0, 8)",15.0,13.0,13.0
VGlut-F-500764,Gad1-F-600020,0.19760479041916168,"(14, 0, 10)",13.0,11.0,9.0
VGlut-F-500764,VGlut-F-700488,0.3412969283276451,"(23, 9, 20)",31.0,38.0,31.0
VGlut-F-500764,VGlut-F-500736,0.3333333333333333,"(22, 10, 19)",36.0,22.0,34.0
VGlut-F-500764,VGlut-F-500679,0.20994475138121546,"(14, 1, 10)",12.0,11.0,15.0
VGlut-F-500764,VGlut-F-600461,0.3639344262295082,"(21, 9, 18)",39.0,38.0,34.0
VGlut-F-500764,VGlut-F-500357,0.22137404580152673,"(0, 0, 11)",17.0,27.0,14.0
VGlut-F-500764,VGlut-F-300505,0.19534883720930232,"(17, 0, 11)",20.0,10.0,12.0
VGlut-F-500764,Gad1-F-500154,0.18877551020408162,"(14, 0, 9)",13.0,14.0,10.0
VGlut-F-500764,VGlut-F-400096,0.21201413427561838,"(0, 0, 14)",21.0,22.0,17.0
VGlut-F-500764,VGlut-F-700515,0.20098039215686275,"(0, 0, 10)",14.0,18.0,9.0
VGlut-F-500764,Gad1-F-400291,0.29930394431554525,"(0, 0, 17)",42.0,43.0,44.0
VGlut-F-500764,VGlut-F-700267,0.27555555555555555,"(4, 1, 12)",18.0,23.0,21.0
VGlut-F-500764,Gad1-F-400417,0.2701688555347092,"(0, 0, 16)",38.0,60.0,46.0
VGlut-F-500764,Gad1-F-300166,0.2222222222222222,"(0, 0, 12)",17.0,25.0,18.0
VGlut-F-500764,Trh-F-400030,0.2694805194805195,"(0, 0, 15)",25.0,28.0,30.0
VGlut-F-500764,Gad1-F-700009,0.23809523809523808,"(16, 0, 11)",14.0,13.0,18.0
VGlut-F-500764,VGlut-F-600089,0.33472803347280333,"(20, 12, 9)",26.0,26.0,28.0
VGlut-F-500764,fru-F-500512,0.20276497695852536,"(6, 0, 12)",17.0,14.0,13.0
VGlut-F-500764,VGlut-F-700420,0.22483221476510068,"(4, 0, 13)",23.0,21.0,23.0
VGlut-F-500764,VGlut-F-700041,0.3321678321678322,"(21, 10, 21)",31.0,36.0,28.0
VGlut-F-500764,VGlut-F-100225,0.15384615384615385,"(13, 0, 11)",14.0,7.0,7.0
VGlut-F-500764,Gad1-F-400082,0.23030303030303031,"(14, 0, 8)",14.0,13.0,11.0
VGlut-F-500764,VGlut-F-600195,0.3474320241691843,"(22, 9, 17)",39.0,33.0,43.0
VGlut-F-500764,Gad1-F-600299,0.2848605577689243,"(0, 0, 18)",39.0,55.0,49.0
VGlut-F-500764,Gad1-F-700238,0.23076923076923078,"(5, 0, 13)",22.0,19.0,19.0
VGlut-F-500764,Cha-F-300158,0.31926121372031663,"(0, 0, 16)",34.0,45.0,42.0
VGlut-F-500764,VGlut-F-600556,0.22761194029850745,"(5, 0, 14)",18.0,22.0,21.0
VGlut-F-500764,VGlut-F-700401,0.42168674698795183,"(23, 11, 18)",31.0,41.0,33.0
VGlut-F-500764,Gad1-F-400041,0.18994413407821228,"(15, 0, 11)",15.0,11.0,8.0
VGlut-F-500764,VGlut-F-700555,0.34243697478991597,"(16, 15, 13)",46.0,55.0,62.0
VGlut-F-500764,VGlut-F-700365,0.6305555555555555,"(15, 17, 16)",69.0,84.0,74.0
VGlut-F-500764,Gad1-F-700193,0.24050632911392406,"(0, 0, 12)",19.0,21.0,17.0
VGlut-F-500764,VGlut-F-400178,0.23711340206185566,"(2, 0, 14)",24.0,25.0,20.0
VGlut-F-500764,Gad1-F-500063,0.24074074074074073,"(14, 1, 10)",13.0,12.0,14.0
VGlut-F-500764,VGlut-F-600594,0.5220125786163522,"(14, 15, 14)",46.0,58.0,62.0
VGlut-F-500764,Gad1-F-600055,0.21965317919075145,"(16, 1, 13)",16.0,11.0,11.0
VGlut-F-500764,G0239-F-000004,0.19491525423728814,"(11, 3, 0)",23.0,11.0,12.0
VGlut-F-500764,VGlut-F-800278,0.5454545454545454,"(22, 20, 18)",83.0,100.0,87.0
VGlut-F-500764,VGlut-F-500660,0.1553398058252427,"(13, 0, 11)",17.0,8.0,7.0
VGlut-F-500764,VGlut-F-600452,0.22488038277511962,"(6, 0, 10)",17.0,16.0,14.0
VGlut-F-500764,Gad1-F-700059,0.24725274725274726,"(16, 1, 7)",16.0,13.0,16.0
VGlut-F-500764,Trh-F-700019,0.22440944881889763,"(5, 1, 14)",19.0,21.0,17.0
VGlut-F-500764,Gad1-F-400922,0.19387755102040816,"(11, 1, 9)",19.0,9.0,10.0
VGlut-F-500764,Gad1-F-600451,0.21674876847290642,"(16, 0, 10)",17.0,17.0,10.0
VGlut-F-500764,VGlut-F-600187,0.31291028446389496,"(16, 13, 14)",50.0,42.0,51.0
VGlut-F-500764,VGlut-F-800330,0.5294117647058824,"(15, 16, 17)",62.0,60.0,76.0
VGlut-F-500764,Trh-F-800002,0.23282442748091603,"(2, 0, 13)",16.0,26.0,19.0
VGlut-F-500764,VGlut-F-700585,0.3143939393939394,"(18, 10, 20)",30.0,27.0,26.0
VGlut-F-500764,5-HT1B-F-500001,0.2484375,"(0, 0, 16)",39.0,63.0,57.0
VGlut-F-500764,VGlut-F-800328,0.3310810810810811,"(18, 14, 12)",65.0,63.0,68.0
