fc_id,em_id,group,score,label,soma_dist_um
fru-F-500083,1261130127,projection,-0.7412803212036516,0,244.6144362960895
fru-F-500083,1261129711,projection,-0.7212199904809977,0,257.8464139738077
fru-F-500115,1206114100,projection,0.3854754307135442,1,93.07277116757233
fru-F-500115,1173745330,projection,0.3083405424396781,1,66.94186770178145
fru-F-500297,1051630846,projection,0.3056988415801673,1,36.11819915001325
fru-F-500297,948035783,projection,-0.7858037132138149,0,178.19000862894853
fru-F-500435,1142011140,projection,0.3367702147077589,1,76.40016672765444
fru-F-500435,1510648834,projection,-0.3070381456267737,0,113.39806876590153
fru-F-500584,862705904,projection,0.242128646694652,1,45.32669119381363
fru-F-500584,1205090786,projection,0.3291996353566959,1,31.561954966062373
fru-F-600168,1101133698,projection,-0.879241260740483,0,139.6524883266768
fru-F-600168,977343309,projection,-0.7952479915402106,0,198.627485940958
fru-F-600186,609587511,projection,-0.2434768879129805,0,144.9033770814788
fru-F-600186,550280614,projection,-0.2697807708610734,0,157.27070139909543
fru-F-700104,1142365351,projection,0.4235848925671134,1,73.52944716811514
fru-F-700104,1173745330,projection,0.3812509289857044,1,21.510100891606
fru-F-700114,1224945418,projection,-0.8817560711314733,0,258.97973099963184
fru-F-700114,1224258912,projection,-0.8817283324689646,0,255.94338559185135
fru-F-700163,1142356576,projection,0.3889039803466555,1,10.875049827549725
fru-F-700163,862705904,projection,0.1503345418805204,1,44.238645645775144
fru-F-700245,1204175835,projection,0.3625138252199836,1,61.378720718267175
fru-F-700245,1100792636,projection,-0.8484211125946084,0,242.4860389871463
fru-F-700257,1141337605,projection,0.2952326134285284,0,51.285403020690346
fru-F-700257,1224258912,projection,-0.8549693435915284,0,242.97566604470077
fru-M-400031,1290416713,projection,-0.822223448347857,0,220.954875915188
fru-M-400031,1198006801,projection,-0.651380876660054,0,165.3989686017984
fru-M-400362,955464899,projection,0.2647495452866504,1,95.14999107802535
fru-M-400362,1469403612,projection,-0.438222688020542,1,203.63224910270395
fru-M-400401,955464899,projection,0.2191025022225318,1,95.51498898020932
fru-M-400401,829261936,projection,0.1492553639758627,1,14.32846193401658
fru-M-500174,266187383,projection,-0.6721936925512318,0,117.14326891152436
fru-M-500174,977343309,projection,-0.7449551792041966,0,205.53128776824263
fru-M-500374,737832306,projection,-0.6153760419255062,0,29.5629891338241
fru-M-500374,1224258912,projection,-0.8752491994831517,0,216.9953007289107
fru-M-500377,1100792636,projection,-0.7203424356138199,0,248.32053477701396
fru-M-500377,5813057274,projection,-0.7254548415527564,0,239.31230852993238
fru-M-500383,5813034306,projection,-0.7256332658133,1,168.04066956232563
fru-M-500383,1205090786,projection,0.2479284762808049,1,52.49442188769744
fru-M-700067,1228683492,projection,-0.6782312144387583,0,182.4356148159581
fru-M-700067,550617370,projection,-0.4879943183677135,0,229.7711696541878
fru-M-700270,1204175835,projection,0.2206670526895728,1,126.27378869916295
fru-M-700270,1510648834,projection,-0.6138498547238722,0,42.44660236215709
G0239-F-000001,300972942,projection,0.5135707511702099,1,261.78255147450614
G0239-F-000001,5813068729,projection,0.5221390183404121,1,275.0425519972386
G0239-F-000003,300972942,projection,0.5551236073358927,1,265.6559382474016
G0239-F-000003,5813068729,projection,0.5651625100757107,1,278.9714202554044
G0239-F-000005,300972942,projection,0.5894776499278734,1,273.42461060777765
G0239-F-000005,5813068729,projection,0.5955835507162022,1,286.7034574951464
G0239-F-000007,300972942,projection,0.4997948028877351,1,266.62546971608305
G0239-F-000007,5813068729,projection,0.4951243731427685,1,279.8994405641403
G0239-F-000008,300972942,projection,0.4655931909482209,1,245.1913210043026
G0239-F-000008,267896360,projection,0.1211111690951077,0,265.415513752039
G0239-F-000009,5813068729,projection,0.489135512695489,1,283.52004090240007
G0239-F-000009,300972942,projection,0.4940878016779785,1,270.2092321077572
G0239-F-000011,676573560,projection,-0.5012170399629218,0,216.30262355276162
G0239-F-000011,636667489,projection,-0.5057045896717446,0,214.0526948877222
G0239-F-000012,300972942,projection,0.4685702517458884,1,258.3276596397374
G0239-F-000012,5813068729,projection,0.4730291817773632,1,271.6314212529943
G0239-F-000013,300972942,projection,0.4834444461687129,1,275.3055650717285
G0239-F-000013,5813068729,projection,0.4944533209245346,1,288.50109281536936
Gad1-F-001409,1610224198,projection,-0.8820797010724477,0,159.05172435851065
Gad1-F-001409,1641250106,projection,-0.8818152153940519,0,162.32207427362727
Gad1-F-101173,5813020585,projection,0.402603146330554,0,115.28275009962786
Gad1-F-101173,5813020455,projection,0.4152235638353836,0,132.68041515388475
Gad1-F-200227,5813022201,projection,0.4205122859817187,1,91.76836877809755
Gad1-F-200227,860983686,projection,0.391943241091181,1,14.127941109286938
Gad1-F-300153,1224258912,projection,-0.8809869182363503,0,241.53692795519203
