em_id,n_false,n_high_false,em_density,em_cable,method
360255138,1,0,0.0067100917046356,5840.799796684788,CNN
328611004,12,0,0.0066598917914075,14254.76714618708,CNN
296543992,1,0,0.0066247097783533,4576.419911356323,CNN
390280026,1,0,0.0065025134560798,3672.438575415537,CNN
573333835,1,0,0.0064921551152533,8140.139319571895,CNN
5813070613,1,0,0.0064012428181141,4487.2162556765325,CNN
1352684733,1,0,0.0063958813534755,17087.448585703758,CNN
673746277,2,0,0.0062419666066232,9572.269012015273,CNN
5813020996,2,0,0.0062001493530176,13635.585404688336,CNN
487144598,3,0,0.006179140899506,19468.20520400547,CNN
510987433,3,0,0.0061620888091155,5397.805262981585,CNN
1383016399,1,0,0.0061087241824232,3988.7820508527,CNN
2095549849,1,0,0.0061077352307459,7018.747787861886,CNN
484126552,1,0,0.0060531199753833,5666.949169791446,CNN
5813049380,7,0,0.0059667901423478,7939.504506242236,CNN
951234513,1,0,0.0059518949476643,8621.32833432101,CNN
1479156699,1,0,0.0058519719897724,3081.566245834751,CNN
516055524,1,0,0.0056819856329669,13150.164331983488,CNN
5813011298,1,0,0.0056270715394623,6388.226198986528,CNN
953414780,1,0,0.0056183269388605,8236.148788753419,CNN
517514142,1,0,0.0056025529566805,9559.548653603311,CNN
614081151,4,0,0.0055766169098386,8043.343141374553,CNN
5813021583,3,0,0.0055672555347458,11941.985358768654,CNN
543821838,2,0,0.0055138298591699,7000.898526038392,CNN
1480525278,1,0,0.0054651914683415,4193.244948886948,CNN
5813021112,4,0,0.0054625534536694,13076.178321190964,CNN
610274029,2,0,0.0054607533508875,8862.45732215163,CNN
602368546,1,0,0.0053959558428184,3784.234975304708,CNN
358890923,1,0,0.0053835870393462,3205.8430341988783,CNN
422738252,2,0,0.0053233713691514,10166.17321476844,CNN
5813126031,1,0,0.0053035489594856,5755.361527437835,CNN
514842241,1,0,0.0053025954015498,5216.823236458273,CNN
979627466,1,0,0.0053024819518936,9846.0121429711,CNN
5813011119,1,0,0.0051551423134414,6889.576260053494,CNN
5813057861,2,0,0.0050784949812218,6355.779113937557,CNN
542376096,1,0,0.0050483350111814,8257.60674979924,CNN
329566174,1,0,0.005009193006754,27515.788437136875,CNN
361273559,1,0,0.0049948768964428,2724.170900497757,CNN
1572390197,2,0,0.0049810373707342,5534.983253914609,CNN
610274046,1,0,0.004926812899851,8069.282575327568,CNN
575768294,1,0,0.0048727490221169,8921.660032781678,CNN
1005857944,1,0,0.0048563015664861,22433.01057684851,CNN
5813064410,1,0,0.0048333536343282,24062.192096498897,CNN
707539688,3,0,0.0047139484118605,6930.971154295703,CNN
792692885,1,0,0.0046828313530984,9882.635239737989,CNN
329225149,4,0,0.0046532270518663,8650.684494482253,CNN
1354368623,1,0,0.0046527812634209,2508.889566255112,CNN
456847100,1,0,0.0046462168660054,8848.686280735072,CNN
486880919,1,0,0.0045971912567604,3893.350119298956,CNN
5813024692,1,0,0.0045899628593477,7122.441869968514,CNN
326817334,1,0,0.0045564446807227,3759.336167016141,CNN
675767414,3,0,0.0045263104226847,5117.827235106452,CNN
5813055800,2,0,0.0044265336062419,9291.17238669071,CNN
576825965,2,0,0.0043594669953577,17135.939090086224,CNN
5813069496,1,0,0.0042940750478268,5834.34833634361,CNN
5813021943,2,0,0.0042396114466628,6091.8925918312125,CNN
736860990,2,0,0.0042087634387646,11023.235730647548,CNN
823058891,1,0,0.0041344311089739,9334.934672970316,CNN
329897255,4,0,0.0040497666400079,8841.358768523294,CNN
